Course	Code	CRN	Type	Dates	Days	Start	Finish	Room
ACCY	001	15419	L1	Week of 1 March	M	16:40	18:30	RHLT1
ACCY	001	15420	L2-Tut	Trimester 2 starts 2nd week	T	14:40	16:30	RWW222
ACCY	001	15420	L2	Week of 12 July	T	9:00	10:50	MCLT102
ACCY	001	15455	L3	Wks of 15Nov-13Dec	T	13:40	15:30	GBLT1
ACCY	111	6604	L3	Trimester 2	MW	9:00	9:50	KKLT303
ACCY	111	6604	L3-Wkshp	Trimester 2	R	9:00	9:50	KKLT303
ACCY	111	6605	L4	Trimester 2	MW	11:00	11:50	KKLT303
ACCY	111	6605	L4-Wkshp	Trimester 2	R	11:00	11:50	KKLT303
ACCY	111	8335	L5 Sum 10	Wks of 15Nov-13Dec	MW	10:30	12:20	GBLT1
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	W	12:00	12:50	OK501
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MR	10:00	10:50	VZ509
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	W	10:00	10:50	HU113
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	R	8:00	8:50	KK103
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	M	15:10	16:00	OK501
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MW	13:10	14:00	OK501
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	F	11:00	11:50	OK501
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	M	12:00	12:50	EA001
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	T	13:10	14:00	EA026
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MR	12:00	12:50	HU317
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	W	10:00	10:50	MY105
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	T	11:00	11:50	KK103
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	R	12:00	12:50	OK301
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	F	10:00	10:50	KK103
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MWF	12:00	12:50	KK103
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MF	13:10	14:00	KK103
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	M	14:10	15:00	KK104
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	M	10:00	10:50	EA004
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MWR	14:10	15:00	KK105
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	R	13:10	14:00	VZ515
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	W	10:00	10:50	EA026
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	R	10:00	10:50	AM104
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	TR	12:00	12:50	EA026
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	MR	10:00	10:50	VZ510
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	R	13:10	14:00	VZ510
ACCY	111	 	L3/4-Tut	Trimester 2 starts 3rd week	T	14:10	15:00	KK103
ACCY	223	10518	L3-Summer	Wks of 15Nov-13Dec	R	9:30	11:20	GBLT1
ACCY	223	10518	L3-Summer	Wks of 15Nov-13Dec	W	9:30	10:20	GBLT1
ACCY	225	15281	L1	Trimester 2	TR	13:40	14:30	RHLT1
ACCY	225	18776	L2	Trimester 2	R	16:40	17:30	GBLT1
ACCY	225	18776	L2	Trimester 2	T	16:40	17:30	RHLT2
ACCY	225	 	L1-Tut	Trimester 2 starts 2nd week	W	10:30	12:20	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	9:30	10:20	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	15:40	16:30	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	13:40	14:30	RWW220
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	16:40	17:30	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	10:30	11:20	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	15:40	16:30	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	WF	13:40	14:30	RWW313
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	W	11:30	12:20	 
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	WF	12:40	13:30	RWW313
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	14:40	15:30	RWW312
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	12:40	13:30	RWW312
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	T	16:40	17:30	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	12:40	13:30	RWW220
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	14:40	15:30	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	14:40	15:30	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TR	12:40	13:30	RWW223
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	11:30	12:20	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	M	10:30	11:20	RWW222
ACCY	225	 	L1-Tut	Trimester 2 starts 3rd week	TRF	11:30	12:20	RWW223
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	W	12:40	13:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	MW	13:40	14:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	F	12:40	13:30	RWW302
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	F	14:40	15:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	M	15:40	16:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 13Sept-20 Sept	WF	11:30	12:20	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	MTR	11:30	12:20	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	MTR	12:40	13:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	TR	17:40	18:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	TR	15:40	16:30	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	TR	10:30	11:20	RWW102
ACCY	225	 	L1-Cyber	Weeks of 9 Aug-16 Aug, 20 Sept-27 Sept	TR	14:40	15:30	RWW102
ACCY	231	13070	L4	Wks of 15Nov-13Dec	T	11:30	12:20	GBLT1
ACCY	231	13070	L4	Wks of 15Nov-13Dec	R	11:30	13:20	GBLT1
ACCY	302	213	L2	Trimester 2	TWF	15:40	16:30	RHLT2
ACCY	302	15423	L3	Trimester 2	TWF	12:40	13:30	GBLT2
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	F	14:40	15:30	RWW126
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	TF	13:40	14:30	RWW126
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	MT	9:30	10:20	RWW222
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	MT	11:30	12:20	RWW125
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	W	12:40	13:30	RWW125
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	W	13:40	14:30	RWW223
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	T	11:30	12:20	RWW126
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	TW	16:40	17:30	RWW125
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	MT	10:30	11:20	RWW125
ACCY	302	15423	L3-Tuts	Trimester 2 starts 2nd week	T	17:40	18:30	RWW125
ACCY	303	216	L1	Trimester 2	MWR	14:40	15:30	RHLT2
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	M	15:40	17:30	RWW126
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	R	13:40	14:30	RWW129
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	W	15:40	17:30	RWW413
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	W	12:40	14:30	RWW128
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	TF	12:40	14:30	RWW127
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	WR	15:40	17:30	RWW312
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	W	13:40	14:30	RWW220
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	R	12:40	14:30	RWW125
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	MR	12:40	14:30	RWW126
ACCY	303	216	L1-Tuts	Trimester 2 starts 3rd week	T	12:40	14:30	RWW129
ACCY	306	220	L1	Trimester 2	M	12:40	13:30	RHLT2
ACCY	306	220	L1	Trimester 2	F	12:40	14:30	RHLT2
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	9:30	10:20	RWW126
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	14:40	15:30	RWW223
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	10:30	11:20	RWW126
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	11:30	12:20	RWW126
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	16:40	17:30	RWW223
ACCY	306	220	L1-Tuts	Trimester 2 starts 3rd week	M	15:40	16:30	RWW223
ACCY	308	224	L3	Trimester 2	T	14:40	15:30	GBLT1
ACCY	308	224	L3	Trimester 2	R	14:40	16:30	GBLT1
ACCY	308	224	L3-Tut	Trimester 2 starts 3rd week	TR	10:30	11:20	RWW220
ACCY	308	224	L3-Tut	Trimester 2 starts 3rd week	T	16:40	17:30	RWW129
ACCY	308	224	L3-Tut	Trimester 2 starts 3rd week	WR	11:30	12:20	RWW220
ACCY	308	224	L3-Tut	Trimester 2 starts 3rd week	WR	12:40	13:30	RWW220
ACCY	308	224	L3-Tut	Trimester 2 starts 3rd week	TR	13:40	14:30	RWW220
ACCY	309	226	L1	Trimester 2	TR	10:30	12:20	GBLT3
ACCY	314	233	L1	Trimester 2	MW	10:30	12:20	GBLT3
ACCY	316	3587	L1	Trimester 2	F	15:40	16:30	GBLT4
ACCY	316	3587	L1	Trimester 2	TW	16:40	17:30	GBLT4
ACCY	316	3587	L1-Tut	Trimester 2 starts 3rd week	W	17:40	18:30	GBG07
ACCY	316	3587	L1-Tut	Trimester 2 starts 3rd week	F	14:40	15:30	RHG01
ACCY	316	3587	L1-Tut	Trimester 2 starts 3rd week	T	17:40	18:30	RHG01
ACCY	321	13722	L1	Trimester 2	MR	15:40	17:30	GBLT4
ACCY	330	18312	L2	Trimester 2	TW	9:30	10:20	RHLT1
ACCY	330	 	L2-Tut	Trimester 2 starts 3rd week	MRF	12:40	14:30	RWW221
ACCY	330	 	L2-Tut	Trimester 2 starts 3rd week	W	11:30	13:20	RWW221
ACCY	330	 	L2-Tut	Trimester 2 starts 3rd week	T	11:30	13:20	RWW220
ACCY	404	242	L1	Trimester 2	T	14:40	17:30	RHG01
ACCY	407	246	L1	Trimester 2	W	9:30	12:20	RHG01
ACCY	413	2166	L1	Trimester 2	W	13:40	16:30	RHG01
 	 	 	 	 	 	 	 	 
ALIN	202	11416	L1	Trimester 2	MR	16:10	17:00	MCLT102
ALIN	202	11416	L1-Tuts	Trimester 2 starts 2nd week	F	10:00	11:50	MY303
ALIN	202	11416	L1-Tuts	Trimester 2 starts 2nd week	R	10:00	11:50	KP22104
ALIN	202	11416	L1-Tuts	Trimester 2 starts 2nd week	F	10:00	11:50	VZ506
ALIN	202	11416	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	17:00	KP24201
ALIN	202	11416	L1-Tuts	Trimester 2 starts 2nd week	TW	10:00	11:50	OK524
ALIN	302	10213	L1	Trimester 2	RF	13:10	14:00	LBLT118
ALIN	302	10213	L1-Tuts	Trimester 2 starts 2nd week	W	14:10	15:00	EA004
ALIN	302	10213	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	KP24202
 	 	 	 	 	 	 	 	 
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	12:00	12:50	MY631
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	14:10	15:00	VZ509
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	9:00	9:50	MY531
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	11:00	11:50	VZ108
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	14:10	15:00	MY404
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	12:00	12:50	OK301
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	W	9:00	9:50	OK524
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	M	10:00	10:50	OK523
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	15:10	16:00	MY107
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	F	12:00	12:50	OK501
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	M	10:00	10:50	VZ107
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	WR	9:00	9:50	VZ710
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	M	15:10	16:00	MY631
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	M	9:00	9:50	MY631
ANTH	101	266	L1-Tut	Wks of 15 Mar ends wk 24May	MW	15:10	16:00	MY531
ANTH	102	267	L1	Trimester 2	MWF	15:10	16:00	HMLT206
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	T	15:10	16:00	KK201
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	M	11:00	11:50	MY404
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	M	9:00	9:50	VZ510
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	12:00	12:50	KK201
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	F	13:10	14:00	KK201
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	T	9:00	9:50	VZ509
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	R	14:10	15:00	VZ515
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	T	16:10	17:00	KK201
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	13:10	14:00	VZ105
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	F	14:10	15:00	MY632
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	R	9:00	9:50	MY103
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	10:00	10:50	MY301
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	11:00	11:50	MY402
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	M	12:00	12:50	VZ105
ANTH	102	267	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	F	11:00	11:50	VZ106
ANTH	204	271	L1	Trimester 2	MF	13:10	14:00	MY632
ANTH	204	271	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	16:10	17:00	MY301
ANTH	204	271	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	15:10	16:00	OK523
ANTH	204	271	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	13:10	14:00	VZ108
ANTH	204	271	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	10:00	10:50	VZ510
ANTH	208	273	L1	Trimester 2	WF	9:00	9:50	LBLT118
ANTH	208	273	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	T	15:10	16:00	KK202
ANTH	208	273	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	M	9:00	9:50	VZ509
ANTH	208	273	L1-Tuts	Trimester 2 starts 2nd week finish 4 Oct	W	14:10	15:00	MY103
ANTH	213	13073	L1-Tut	Wks of 15 Mar ends wk 24May	F	11:00	11:50	VZ106
ANTH	213	13073	L1-Tut	Wks of 15 Mar ends wk 24May	M	9:00	9:50	MY303
ANTH	213	13073	L1-Tut	Wks of 15 Mar ends wk 24May	R	9:00	9:50	OK501
ANTH	310	278	L1	Trimester 2	TF	15:10	16:00	EA004
ANTH	310	278	L1-Tuts	Trimester 2	W	9:00	9:50	MY301
ANTH	310	278	L1-Tuts	Trimester 2	W	11:00	11:50	MY404
ANTH	406	283	L1	Trimester 1 + Trimester 2	M	10:00	11:50	MY531
ANTH	408	286	L1	Trimester 1 + Trimester 2	R	10:00	11:50	HU317
ANTH	409	288	L1	Trimester 1 + Trimester 2	R	14:10	16:00	VZ105
ANTH	411	4916	L1	Trimester 1 + Trimester 2	T	11:00	13:50	MY531
 	 	 	 	 	 	 	 	 
APST	438	15908	L1	Trimester 2	R	11:00	12:50	CO119
APST	481	15910	L1	Week of 24 May	R	12:00	12:50	AM103
APST	481	15910	L1	Week of 24 May	R	11:00	11:50	AM103
APST	481	15910	L1	Wks of 1Mar, 15Mar, 19Apr, 3May, 17May, 31May	R	12:00	12:50	CO216
APST	481	15910	L1	Wks of 8Mar, 22-29Mar, 26Apr, 10May	R	12:00	12:50	EA004
APST	483	18173	L1	Trimester 2	T	14:10	15:00	CO216
APST	483	18173	L1	Trimester 2	M	14:10	15:00	AMLT105
 	 	 	 	 	 	 	 	 
ARCI	212	18526	L1	Trimester 2	R	13:40	14:30	VSLT1
ARCI	212	18526	L1	Trimester 2	M	13:40	14:30	VS323 - 323A
ARCI	212	 	L1-C1	Trimester 2	MR	14:40	19:00	VS319
ARCI	212	 	L1-C1	Trimester 2	MR	14:40	19:00	VS322
ARCI	312	18529	L1	Trimester 2	MR	9:30	10:20	VSLT1
ARCI	312	 	L1-S1	Trimester 2	MR	10:30	13:20	VS323 - 323A
ARCI	412	18533	L2	Trimester 2	R	8:30	9:20	VSLT1
ARCI	412	 	L2-Studio	Trimester 2	R	9:30	12:20	VS301
ARCI	412	 	L2-Studio	Trimester 2	M	8:30	12:20	VS301
ARCI	421	18535	L2	Trimester 2	MR	14:40	16:00	VSLT1
ARCI	421	18535	L2	Trimester 2	MR	16:10	17:00	VS301
 	 	 	 	 	 	 	 	 
ARTH	112	9514	L1	Trimester 2	WF	10:00	10:50	HULT323
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	17:10	18:00	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	16:10	17:00	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	15:10	16:00	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	9:00	9:50	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	11:00	11:50	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	10:00	10:50	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	13:10	14:00	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	14:10	15:00	OK319
ARTH	112	9514	L1-Tuts	Trimester 2 starts 2nd week	M	12:00	12:50	OK319
ARTH	219	7029	L1	Trimester 2	MF	13:10	14:00	MYLT101
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	17:10	18:00	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	13:10	14:00	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	10:00	10:50	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	16:10	17:00	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	15:10	16:00	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	14:10	15:00	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	12:00	12:50	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	11:00	11:50	OK319
ARTH	219	7029	L1-Tuts	Trimester 2 starts 2nd week	W	9:00	9:50	OK319
ARTH	222	3475	L1	Trimester 2	MF	12:00	12:50	MYLT101
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	12:00	12:50	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	16:10	17:00	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	17:10	18:00	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	15:10	16:00	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	11:00	11:50	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	10:00	10:50	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	13:10	14:00	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	14:10	15:00	OK319
ARTH	222	3475	L1-Tuts	Trimester 2 starts 2nd week	T	9:00	9:50	OK319
ARTH	311	7031	L1	Trimester 2	R	11:00	12:50	KK202
ARTH	311	7031	L1	Trimester 2	T	9:00	10:50	MYLT101
ARTH	311	7031	L1-Tut	Trimester 2 starts 2nd week	R	14:10	15:00	OK319
ARTH	311	7031	L1-Tut	Trimester 2 starts 2nd week	R	15:10	16:00	OK319
ARTH	311	7031	L1-Tut	Trimester 2 starts 2nd week	R	16:10	17:00	OK319
ARTH	311	7031	L1-Tut	Trimester 2 starts 2nd week	R	17:10	18:00	OK319
ARTH	313	10407	L1	Trimester 2	W	13:10	15:00	MYLT101
ARTH	313	10407	L1-Tuts	Trimester 2 starts 2nd week	R	9:00	9:50	OK319
ARTH	313	10407	L1-Tuts	Trimester 2 starts 2nd week	R	11:00	11:50	OK319
ARTH	313	10407	L1-Tuts	Trimester 2 starts 2nd week	R	13:10	14:00	OK319
ARTH	313	10407	L1-Tuts	Trimester 2 starts 2nd week	R	10:00	10:50	OK319
ARTH	313	10407	L1-Tuts	Trimester 2 starts 2nd week	R	12:00	12:50	OK319
ARTH	335	3483	L1	Trimester 2	F	14:10	16:00	MYLT101
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	16:10	17:00	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	15:10	16:00	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	9:00	9:50	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	17:10	18:00	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	11:00	11:50	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	12:00	12:50	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	14:10	15:00	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	13:10	14:00	OK319
ARTH	335	3483	L1-Tuts	Trimester 2 starts 2nd week	F	10:00	10:50	OK319
ARTH	401	7147	L1	Trimester 2	W	15:10	17:00	EA012
ARTH	406	10408	L1	Trimester 1 + Trimester 2	T	15:10	17:00	EA012
ARTH	407	18028	L1	Trimester 1 + Trimester 2	R	10:00	11:50	EA012
 	 	 	 	 	 	 	 	 
ASIA	102	9491	L1	Trimester 2	TR	14:10	15:00	HULT119
ASIA	102	 	 	Trimester 2	T	11:00	11:50	VZ515
ASIA	201	6627	L1	Trimester 2	TR	15:10	16:00	MYLT102
ASIA	201	 	L1-Tut	Trimester 2	W	11:00	11:50	VZ108
ASIA	201	 	L1-Tut	Trimester 2	R	14:10	15:00	VZ108
ASIA	202	7502	L1	Trimester 2	W	15:10	17:00	VZ108
 	 	 	 	 	 	 	 	 
BBIS	302	15700	L1	Trimester 2	W	11:00	12:50	EALT206
BBIS	417	18504	L1	Trimester 2	M	14:10	16:00	VZ107
 	 	 	 	 	 	 	 	 
BBSC	401	6828	L1	Trimester 1 + Trimester 2	W	14:40	17:30	WIG303
BBSC	401	6828	L1	Trimester 2	R	13:40	15:00	VS308 - 308B
 	 	 	 	 	 	 	 	 
BILD	232	18479	L1	Trimester 2	TW	12:40	13:30	VSLT1
BILD	232	 	L1-S1	Trimester 2	W	13:40	15:30	VS221 - 221A
BILD	232	 	L1-S2	Trimester 2	W	13:40	15:30	VS318 - 318A
BILD	251	18480	L1	Trimester 2	T	15:10	16:40	VSLT2
BILD	251	18480	L1	Trimester 2	F	14:40	16:30	VSLT2
BILD	262	18482	L1	Trimester 2	T	10:30	12:00	VSLT1
BILD	262	18482	L1	Trimester 2	F	10:30	12:20	VSLT1
BILD	321	18483	L1	Trimester 2	MR	16:40	18:30	VS318 - 318A
BILD	322	18484	L1	Trimester 2	TF	12:40	14:30	VS318
BILD	362	18476	L1	Trimester 2	MR	10:30	12:20	VSLT2
 	 	 	 	 	 	 	 	 
BIOL	113	7037	L1	Trimester 2	MT	12:00	12:50	MCLT103
BIOL	113	7037	L1	Trimester 2	W	14:10	15:00	MCLT103
BIOL	113L	566	L1	Trimester 2	RF	14:10	17:00	KK511
BIOL	113L	566	L1	Trimester 2	RF	10:00	12:50	KK511
BIOL	114	7038	L1	Trimester 2	R	11:00	11:50	HMLT206
BIOL	114	7038	L1	Trimester 2	WF	12:00	12:50	HMLT206
BIOL	114L	7038	L1-Lab	Trimester 2	MTW	10:00	11:50	KK511
BIOL	114L	7038	L1-Lab	Trimester 2	MTW	14:10	16:00	KK511
BIOL	132	568	L1	Trimester 2	TF	15:10	16:00	COLT122
BIOL	132	568	L1	Trimester 2	R	15:10	16:00	MCLT102
BIOL	132	568	L1	Trimester 2	M	15:10	16:00	MT228
BIOL	219	8828	L2	Week of 1 February	M	9:00	17:00	MYLT220
BIOL	219	8828	L2	Week of 18 January	MTWRF	9:00	17:00	MYLT220
BIOL	219	8828	L2	Week of 25 January	TWRF	9:00	17:00	MYLT220
BIOL	227	9214	L1	Trimester 2	W	12:00	12:50	KKLT301
BIOL	227	9214	L1	Trimester 2	MTR	9:00	9:50	HULT323
BIOL	227L	9214	L1	Trimester 2	RF	13:10	17:00	KK518
BIOL	241	9055	L1	Trimester 2	R	10:00	10:50	HMLT206
BIOL	241	9055	L1	Trimester 2	F	12:00	12:50	KKLT303
BIOL	241	9055	L1	Trimester 2	WF	10:00	10:50	KKLT303
BIOL	241	9055	L1-Lab	Trimester 2	TW	13:10	17:00	KK701
BIOL	243	9057	L1	Trimester 2	MTRF	9:00	9:50	HMLT105
BIOL	243	9057	L1-Lab	Trimester 2	TW	13:10	17:00	KK701
BIOL	244	 	L1-Lab	Wks of 29Mar, 19Apr-17May	MT	13:10	17:00	KK401
BIOL	327L	9218	L1-Cyber	Wks of 19Apr-3May, 17May	F	9:00	11:50	KK218
BIOL	327L	9218	L1-Cyber	Wks of 19Apr-3May, 17May	F	9:00	11:50	KK216
BIOL	327L	9218	L1-Cyber	Wks of 19Apr-3May, 17May	F	9:00	11:50	KK217
BIOL	327L	9218	L1-Cyber	Wks of 29Mar, 10May	F	9:00	11:50	KK218
